benchmark,monitor,repetition,time,status
f19_r_MIN_x_g_S_g_x__e234300,monpoly,1,0.13332,ok
f19_r_MIN_x_g_S_g_x__e468750,staticmon,0,0.13071,ok
f19_r_MIN_x_g_S_g_x__e468750,staticmon,1,0.12513,ok
f19_r_MIN_x_g_S_g_x__e468750,monpoly,0,0.23583,ok
f19_r_MIN_x_g_S_g_x__e468750,monpoly,1,0.23893,ok
f19_r_MIN_x_g_S_g_x__e937500,staticmon,0,0.1872,ok
f19_r_MIN_x_g_S_g_x__e937500,staticmon,1,0.18168,ok
f19_r_MIN_x_g_S_g_x__e937500,monpoly,0,0.39972,ok
f19_r_MIN_x_g_S_g_x__e937500,monpoly,1,0.39906,ok
f19_r_MIN_x_g_S_g_x__e1875000,staticmon,0,0.28869,ok
f19_r_MIN_x_g_S_g_x__e1875000,staticmon,1,0.2927,ok
f19_r_MIN_x_g_S_g_x__e1875000,monpoly,0,0.72924,ok
f19_r_MIN_x_g_S_g_x__e1875000,monpoly,1,0.76664,ok
f19_r_MIN_x_g_S_g_x__e3750000,staticmon,0,0.5589,ok
f19_r_MIN_x_g_S_g_x__e3750000,staticmon,1,0.56086,ok
f19_r_MIN_x_g_S_g_x__e3750000,monpoly,0,1.4724,ok
f19_r_MIN_x_g_S_g_x__e3750000,monpoly,1,1.47066,ok
f20_r_MED_x_g_S_g_x__e234300,staticmon,0,0.2344,ok
f20_r_MED_x_g_S_g_x__e234300,staticmon,1,0.07428,ok
f20_r_MED_x_g_S_g_x__e234300,monpoly,0,0.12285,ok
f20_r_MED_x_g_S_g_x__e234300,monpoly,1,0.1291,ok
f20_r_MED_x_g_S_g_x__e468750,staticmon,0,0.13232,ok
f20_r_MED_x_g_S_g_x__e468750,staticmon,1,0.12408,ok
f20_r_MED_x_g_S_g_x__e468750,monpoly,0,0.23811,ok
f20_r_MED_x_g_S_g_x__e468750,monpoly,1,0.23657,ok
f20_r_MED_x_g_S_g_x__e937500,staticmon,0,0.18446,ok
f20_r_MED_x_g_S_g_x__e937500,staticmon,1,0.18465,ok
f20_r_MED_x_g_S_g_x__e937500,monpoly,0,0.44459,ok
f20_r_MED_x_g_S_g_x__e937500,monpoly,1,0.45293,ok
f20_r_MED_x_g_S_g_x__e1875000,staticmon,0,0.34697,ok
f20_r_MED_x_g_S_g_x__e1875000,staticmon,1,0.34761,ok
f20_r_MED_x_g_S_g_x__e1875000,monpoly,0,0.88648,ok
f20_r_MED_x_g_S_g_x__e1875000,monpoly,1,0.93595,ok
f20_r_MED_x_g_S_g_x__e3750000,staticmon,0,0.66521,ok
f20_r_MED_x_g_S_g_x__e3750000,staticmon,1,0.66141,ok
f20_r_MED_x_g_S_g_x__e3750000,monpoly,0,1.8012,ok
f20_r_MED_x_g_S_g_x__e3750000,monpoly,1,1.79573,ok
f21_r_AVG_x_g_S_g_x__e234300,staticmon,0,0.24039,ok
f21_r_AVG_x_g_S_g_x__e234300,staticmon,1,0.07173,ok
f21_r_AVG_x_g_S_g_x__e234300,monpoly,0,0.12789,ok
f21_r_AVG_x_g_S_g_x__e234300,monpoly,1,0.12527,ok
f21_r_AVG_x_g_S_g_x__e468750,staticmon,0,0.12492,ok
f21_r_AVG_x_g_S_g_x__e468750,staticmon,1,0.12795,ok
f21_r_AVG_x_g_S_g_x__e468750,monpoly,0,0.23866,ok
f21_r_AVG_x_g_S_g_x__e468750,monpoly,1,0.23998,ok
f21_r_AVG_x_g_S_g_x__e937500,staticmon,0,0.18292,ok
f21_r_AVG_x_g_S_g_x__e937500,staticmon,1,0.18387,ok
f21_r_AVG_x_g_S_g_x__e937500,monpoly,0,0.45001,ok
f21_r_AVG_x_g_S_g_x__e937500,monpoly,1,0.44823,ok
f21_r_AVG_x_g_S_g_x__e1875000,staticmon,0,0.38803,ok
f21_r_AVG_x_g_S_g_x__e1875000,staticmon,1,0.34984,ok
f21_r_AVG_x_g_S_g_x__e1875000,monpoly,0,0.88887,ok
f21_r_AVG_x_g_S_g_x__e1875000,monpoly,1,0.88727,ok
f21_r_AVG_x_g_S_g_x__e3750000,staticmon,0,0.66722,ok
f21_r_AVG_x_g_S_g_x__e3750000,staticmon,1,0.6155,ok
f21_r_AVG_x_g_S_g_x__e3750000,monpoly,0,1.68835,ok
f21_r_AVG_x_g_S_g_x__e3750000,monpoly,1,1.69404,ok
f22_r_SUM_x_g_S_g_x__e234300,staticmon,0,0.23495,ok
f22_r_SUM_x_g_S_g_x__e234300,staticmon,1,0.07495,ok
f22_r_SUM_x_g_S_g_x__e234300,monpoly,0,0.12114,ok
f22_r_SUM_x_g_S_g_x__e234300,monpoly,1,0.12808,ok
f22_r_SUM_x_g_S_g_x__e468750,staticmon,0,0.07525,ok
f22_r_SUM_x_g_S_g_x__e468750,staticmon,1,0.12911,ok
f22_r_SUM_x_g_S_g_x__e468750,monpoly,0,0.23668,ok
f22_r_SUM_x_g_S_g_x__e468750,monpoly,1,0.18498,ok
f22_r_SUM_x_g_S_g_x__e937500,staticmon,0,0.18264,ok
f22_r_SUM_x_g_S_g_x__e937500,staticmon,1,0.17915,ok
f22_r_SUM_x_g_S_g_x__e937500,monpoly,0,0.40354,ok
f22_r_SUM_x_g_S_g_x__e937500,monpoly,1,0.39812,ok
f22_r_SUM_x_g_S_g_x__e1875000,staticmon,0,0.29405,ok
f22_r_SUM_x_g_S_g_x__e1875000,staticmon,1,0.29131,ok
f22_r_SUM_x_g_S_g_x__e1875000,monpoly,0,0.72384,ok
f22_r_SUM_x_g_S_g_x__e1875000,monpoly,1,0.72605,ok
f22_r_SUM_x_g_S_g_x__e3750000,staticmon,0,0.55815,ok
f22_r_SUM_x_g_S_g_x__e3750000,staticmon,1,0.56735,ok
f22_r_SUM_x_g_S_g_x__e3750000,monpoly,0,1.43349,ok
f22_r_SUM_x_g_S_g_x__e3750000,monpoly,1,1.47623,ok
f23_r_CNT_x_ONCE_0_P_x__e234300,staticmon,0,0.24024,ok
f23_r_CNT_x_ONCE_0_P_x__e234300,staticmon,1,0.07324,ok
f23_r_CNT_x_ONCE_0_P_x__e234300,monpoly,0,0.13264,ok
f23_r_CNT_x_ONCE_0_P_x__e234300,monpoly,1,0.13353,ok
f23_r_CNT_x_ONCE_0_P_x__e468750,staticmon,0,0.07792,ok
f23_r_CNT_x_ONCE_0_P_x__e468750,staticmon,1,0.07436,ok
f23_r_CNT_x_ONCE_0_P_x__e468750,monpoly,0,0.18745,ok
f23_r_CNT_x_ONCE_0_P_x__e468750,monpoly,1,0.18777,ok
f23_r_CNT_x_ONCE_0_P_x__e937500,staticmon,0,0.12999,ok
f23_r_CNT_x_ONCE_0_P_x__e937500,staticmon,1,0.13184,ok
f23_r_CNT_x_ONCE_0_P_x__e937500,monpoly,0,0.28956,ok
f23_r_CNT_x_ONCE_0_P_x__e937500,monpoly,1,0.29166,ok
f23_r_CNT_x_ONCE_0_P_x__e1875000,staticmon,0,0.23777,ok
f23_r_CNT_x_ONCE_0_P_x__e1875000,staticmon,1,0.2373,ok
f23_r_CNT_x_ONCE_0_P_x__e1875000,monpoly,0,0.56404,ok
f23_r_CNT_x_ONCE_0_P_x__e1875000,monpoly,1,0.55516,ok
f23_r_CNT_x_ONCE_0_P_x__e3750000,staticmon,0,0.44784,ok
f23_r_CNT_x_ONCE_0_P_x__e3750000,staticmon,1,0.45546,ok
f23_r_CNT_x_ONCE_0_P_x__e3750000,monpoly,0,1.08825,ok
f23_r_CNT_x_ONCE_0_P_x__e3750000,monpoly,1,1.08962,ok
f24_r_MAX_x_ONCE_0_P_x__e234300,staticmon,0,0.23666,ok
f24_r_MAX_x_ONCE_0_P_x__e234300,staticmon,1,0.0745,ok
f24_r_MAX_x_ONCE_0_P_x__e234300,monpoly,0,0.07735,ok
f24_r_MAX_x_ONCE_0_P_x__e234300,monpoly,1,0.07188,ok
f24_r_MAX_x_ONCE_0_P_x__e468750,staticmon,0,0.07744,ok
f24_r_MAX_x_ONCE_0_P_x__e468750,staticmon,1,0.07415,ok
f24_r_MAX_x_ONCE_0_P_x__e468750,monpoly,0,0.13234,ok
f24_r_MAX_x_ONCE_0_P_x__e468750,monpoly,1,0.13188,ok
f24_r_MAX_x_ONCE_0_P_x__e937500,staticmon,0,0.12956,ok
f24_r_MAX_x_ONCE_0_P_x__e937500,staticmon,1,0.12604,ok
f24_r_MAX_x_ONCE_0_P_x__e937500,monpoly,0,0.23226,ok
f24_r_MAX_x_ONCE_0_P_x__e937500,monpoly,1,0.23698,ok
f24_r_MAX_x_ONCE_0_P_x__e1875000,staticmon,0,0.23894,ok
f24_r_MAX_x_ONCE_0_P_x__e1875000,staticmon,1,0.23641,ok
f24_r_MAX_x_ONCE_0_P_x__e1875000,monpoly,0,0.50327,ok
f24_r_MAX_x_ONCE_0_P_x__e1875000,monpoly,1,0.50838,ok
f24_r_MAX_x_ONCE_0_P_x__e3750000,staticmon,0,0.44437,ok
f24_r_MAX_x_ONCE_0_P_x__e3750000,staticmon,1,0.45104,ok
f24_r_MAX_x_ONCE_0_P_x__e3750000,monpoly,0,0.94444,ok
f24_r_MAX_x_ONCE_0_P_x__e3750000,monpoly,1,0.93533,ok
f25_r_MIN_x_ONCE_0_P_x__e234300,staticmon,0,0.24116,ok
f25_r_MIN_x_ONCE_0_P_x__e234300,staticmon,1,0.07746,ok
f25_r_MIN_x_ONCE_0_P_x__e234300,monpoly,0,0.07243,ok
f25_r_MIN_x_ONCE_0_P_x__e234300,monpoly,1,0.07663,ok
f25_r_MIN_x_ONCE_0_P_x__e468750,staticmon,0,0.0735,ok
f25_r_MIN_x_ONCE_0_P_x__e468750,staticmon,1,0.07348,ok
f25_r_MIN_x_ONCE_0_P_x__e468750,monpoly,0,0.12993,ok
f25_r_MIN_x_ONCE_0_P_x__e468750,monpoly,1,0.1283,ok
f25_r_MIN_x_ONCE_0_P_x__e937500,staticmon,0,0.13027,ok
f25_r_MIN_x_ONCE_0_P_x__e937500,staticmon,1,0.12576,ok
f25_r_MIN_x_ONCE_0_P_x__e937500,monpoly,0,0.28663,ok
f25_r_MIN_x_ONCE_0_P_x__e937500,monpoly,1,0.2916,ok
f25_r_MIN_x_ONCE_0_P_x__e1875000,staticmon,0,0.24239,ok
f25_r_MIN_x_ONCE_0_P_x__e1875000,staticmon,1,0.23759,ok
f25_r_MIN_x_ONCE_0_P_x__e1875000,monpoly,0,0.49604,ok
f25_r_MIN_x_ONCE_0_P_x__e1875000,monpoly,1,0.51386,ok
f25_r_MIN_x_ONCE_0_P_x__e3750000,staticmon,0,0.45238,ok
f25_r_MIN_x_ONCE_0_P_x__e3750000,staticmon,1,0.44541,ok
f25_r_MIN_x_ONCE_0_P_x__e3750000,monpoly,0,0.94248,ok
f25_r_MIN_x_ONCE_0_P_x__e3750000,monpoly,1,0.95549,ok
f26_r_MED_x_ONCE_0_P_x__e234300,staticmon,0,0.236,ok
f26_r_MED_x_ONCE_0_P_x__e234300,staticmon,1,0.07785,ok
f26_r_MED_x_ONCE_0_P_x__e234300,monpoly,0,0.18158,ok
f26_r_MED_x_ONCE_0_P_x__e234300,monpoly,1,0.18686,ok
f26_r_MED_x_ONCE_0_P_x__e468750,staticmon,0,0.07613,ok
f26_r_MED_x_ONCE_0_P_x__e468750,staticmon,1,0.07129,ok
f26_r_MED_x_ONCE_0_P_x__e468750,monpoly,0,0.34114,ok
f26_r_MED_x_ONCE_0_P_x__e468750,monpoly,1,0.3361,ok
f26_r_MED_x_ONCE_0_P_x__e937500,staticmon,0,0.17886,ok
f26_r_MED_x_ONCE_0_P_x__e937500,staticmon,1,0.18695,ok
f26_r_MED_x_ONCE_0_P_x__e937500,monpoly,0,0.67121,ok
f26_r_MED_x_ONCE_0_P_x__e937500,monpoly,1,0.67006,ok
f26_r_MED_x_ONCE_0_P_x__e1875000,staticmon,0,0.29555,ok
f26_r_MED_x_ONCE_0_P_x__e1875000,staticmon,1,0.28989,ok
f26_r_MED_x_ONCE_0_P_x__e1875000,monpoly,0,1.35835,ok
f26_r_MED_x_ONCE_0_P_x__e1875000,monpoly,1,1.32627,ok
f26_r_MED_x_ONCE_0_P_x__e3750000,staticmon,0,0.55505,ok
f26_r_MED_x_ONCE_0_P_x__e3750000,staticmon,1,0.56637,ok
f26_r_MED_x_ONCE_0_P_x__e3750000,monpoly,0,2.70691,ok
f26_r_MED_x_ONCE_0_P_x__e3750000,monpoly,1,2.65504,ok
f27_r_AVG_x_ONCE_0_P_x__e234300,staticmon,0,0.2367,ok
f27_r_AVG_x_ONCE_0_P_x__e234300,staticmon,1,0.074,ok
f27_r_AVG_x_ONCE_0_P_x__e234300,monpoly,0,0.12907,ok
f27_r_AVG_x_ONCE_0_P_x__e234300,monpoly,1,0.12538,ok
f27_r_AVG_x_ONCE_0_P_x__e468750,staticmon,0,0.07775,ok
f27_r_AVG_x_ONCE_0_P_x__e468750,staticmon,1,0.07736,ok
f27_r_AVG_x_ONCE_0_P_x__e468750,monpoly,0,0.17976,ok
f27_r_AVG_x_ONCE_0_P_x__e468750,monpoly,1,0.17675,ok
f27_r_AVG_x_ONCE_0_P_x__e937500,staticmon,0,0.13165,ok
f27_r_AVG_x_ONCE_0_P_x__e937500,staticmon,1,0.13053,ok
f27_r_AVG_x_ONCE_0_P_x__e937500,monpoly,0,0.33695,ok
f27_r_AVG_x_ONCE_0_P_x__e937500,monpoly,1,0.28969,ok
f27_r_AVG_x_ONCE_0_P_x__e1875000,staticmon,0,0.23101,ok
f27_r_AVG_x_ONCE_0_P_x__e1875000,staticmon,1,0.24073,ok
f27_r_AVG_x_ONCE_0_P_x__e1875000,monpoly,0,0.60351,ok
f27_r_AVG_x_ONCE_0_P_x__e1875000,monpoly,1,0.60619,ok
f27_r_AVG_x_ONCE_0_P_x__e3750000,staticmon,0,0.45663,ok
f27_r_AVG_x_ONCE_0_P_x__e3750000,staticmon,1,0.45865,ok
f27_r_AVG_x_ONCE_0_P_x__e3750000,monpoly,0,1.1009,ok
f27_r_AVG_x_ONCE_0_P_x__e3750000,monpoly,1,1.10835,ok
f28_r_SUM_x_ONCE_0_P_x__e234300,staticmon,0,0.23604,ok
f28_r_SUM_x_ONCE_0_P_x__e234300,staticmon,1,0.07418,ok
f28_r_SUM_x_ONCE_0_P_x__e234300,monpoly,0,0.13317,ok
f28_r_SUM_x_ONCE_0_P_x__e234300,monpoly,1,0.13274,ok
f28_r_SUM_x_ONCE_0_P_x__e468750,staticmon,0,0.07711,ok
f28_r_SUM_x_ONCE_0_P_x__e468750,staticmon,1,0.07138,ok
f28_r_SUM_x_ONCE_0_P_x__e468750,monpoly,0,0.18211,ok
f28_r_SUM_x_ONCE_0_P_x__e468750,monpoly,1,0.18329,ok
f28_r_SUM_x_ONCE_0_P_x__e937500,staticmon,0,0.13121,ok
f28_r_SUM_x_ONCE_0_P_x__e937500,staticmon,1,0.12879,ok
f28_r_SUM_x_ONCE_0_P_x__e937500,monpoly,0,0.27879,ok
f28_r_SUM_x_ONCE_0_P_x__e937500,monpoly,1,0.34095,ok
f28_r_SUM_x_ONCE_0_P_x__e1875000,staticmon,0,0.24214,ok
f28_r_SUM_x_ONCE_0_P_x__e1875000,staticmon,1,0.23537,ok
f28_r_SUM_x_ONCE_0_P_x__e1875000,monpoly,0,0.55453,ok
f28_r_SUM_x_ONCE_0_P_x__e1875000,monpoly,1,0.55836,ok
f28_r_SUM_x_ONCE_0_P_x__e3750000,staticmon,0,0.45755,ok
f28_r_SUM_x_ONCE_0_P_x__e3750000,staticmon,1,0.45189,ok
f28_r_SUM_x_ONCE_0_P_x__e3750000,monpoly,0,1.14358,ok
f28_r_SUM_x_ONCE_0_P_x__e3750000,monpoly,1,1.09509,ok
